atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_value,unit,qualifier,immediate_context,section_topic
P2-NUM-083,P2,6,6816,15,,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-084,P2,6,6816,"11,13",,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-085,P2,6,6816,9,,,"(trisodium 1,4,7,10-tetraazacyclododecane-1,4,7-triacetate). Includes gadobutrol (with BT-DO3A) and gadoteridol (with HP-DO3A). Group C: The chelating agent is pyclen (3,6,9,15-tetraazabicyclo[9.3.1]pentadeca-1(15),11,13-triene -3,6,9-triacetic acid). Includes gadopiclenol",general
P2-NUM-086,P2,6,6816,0.001,,<,"premedication. Comparative studies have shown that an 0.001) compared to mild reactions (OR, 0.51; 95% CI: alternative ICM was more effective than premedication in 0.37–0.69; p < 0.001) [77]. HR are not triggered by iodine or",premedication
P2-NUM-087,P2,6,6816,0.51,,<,"premedication. Comparative studies have shown that an 0.001) compared to mild reactions (OR, 0.51; 95% CI: alternative ICM was more effective than premedication in 0.37–0.69; p < 0.001) [77]. HR are not triggered by iodine or",premedication
P2-NUM-088,P2,6,6816,95,%,<,"premedication. Comparative studies have shown that an 0.001) compared to mild reactions (OR, 0.51; 95% CI: alternative ICM was more effective than premedication in 0.37–0.69; p < 0.001) [77]. HR are not triggered by iodine or",premedication
P2-NUM-089,P2,6,6816,0.37-0.69,,<,"premedication. Comparative studies have shown that an 0.001) compared to mild reactions (OR, 0.51; 95% CI: alternative ICM was more effective than premedication in 0.37–0.69; p < 0.001) [77]. HR are not triggered by iodine or preventing HR [57, 59, 63, 75–79]. For example, in a mul- gadolinium atoms; instead, they are induced by speciﬁc",premedication
P2-NUM-090,P2,6,6816,75-79,,<,"alternative ICM was more effective than premedication in 0.37–0.69; p < 0.001) [77]. HR are not triggered by iodine or preventing HR [57, 59, 63, 75–79]. For example, in a mul- gadolinium atoms; instead, they are induced by speciﬁc tivariate analysis it was shown that the risk of recurrent HR epitopes present in one or more CM. The exact region of the",premedication
P2-NUM-091,P2,6,6816,67.1,%,,"tivariate analysis it was shown that the risk of recurrent HR epitopes present in one or more CM. The exact region of the was 67.1% lower in cases where the implicated ICM was CM molecule that acts as an epitope has not been identiﬁed, changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the",general
P2-NUM-092,P2,6,6816,0.329,,,"was 67.1% lower in cases where the implicated ICM was CM molecule that acts as an epitope has not been identiﬁed, changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some",premedication
P2-NUM-093,P2,6,6816,95,%,,"was 67.1% lower in cases where the implicated ICM was CM molecule that acts as an epitope has not been identiﬁed, changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some",premedication
P2-NUM-094,P2,6,6816,0.168-0.644,,,"was 67.1% lower in cases where the implicated ICM was CM molecule that acts as an epitope has not been identiﬁed, changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some",premedication
P2-NUM-095,P2,6,6816,0.001,,,"changed to another one (OR: 0.329; 95% CI, 0.168–0.644, although it is generally considered to be located in the p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some affect risk of recurrent HR (OR 0.907; 95% CI, 0.429–1.918, HR, particularly delayed-type reactions, CM may act as a",premedication
P2-NUM-096,P2,6,6816,0.907,,,"p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some affect risk of recurrent HR (OR 0.907; 95% CI, 0.429–1.918, HR, particularly delayed-type reactions, CM may act as a p = 0.799) [63]. Data on changing GBCA is more limited but hapten requiring an appropriate carrier to function as a",premedication
P2-NUM-097,P2,6,6816,95,%,,"p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some affect risk of recurrent HR (OR 0.907; 95% CI, 0.429–1.918, HR, particularly delayed-type reactions, CM may act as a p = 0.799) [63]. Data on changing GBCA is more limited but hapten requiring an appropriate carrier to function as a",premedication
P2-NUM-098,P2,6,6816,0.429-1.918,,,"p = 0.001), while steroid premedication did not signiﬁcantly carbamoyl sidechain [82]. It is also possible that, in some affect risk of recurrent HR (OR 0.907; 95% CI, 0.429–1.918, HR, particularly delayed-type reactions, CM may act as a p = 0.799) [63]. Data on changing GBCA is more limited but hapten requiring an appropriate carrier to function as a",premedication
P2-NUM-099,P2,6,6816,0.799,,,"affect risk of recurrent HR (OR 0.907; 95% CI, 0.429–1.918, HR, particularly delayed-type reactions, CM may act as a p = 0.799) [63]. Data on changing GBCA is more limited but hapten requiring an appropriate carrier to function as a shows a similar decrease in the rate of HR [71, 80, 81], with complete allergen [83]. Thus, switching to a CM that lacks",general
P2-NUM-100,P2,6,6816,0.7,,after; <,"shows a similar decrease in the rate of HR [71, 80, 81], with complete allergen [83]. Thus, switching to a CM that lacks odds ratios for recurrent allergic-like HR of 0.7 (p = 0.041) this epitope or hinders its binding to the carrier could help after premedication and 0.2 (p < 0.001) after changing the prevent a recurrent HR. However, since the exact molecular",premedication
P2-NUM-101,P2,6,6816,0.041,,after; <,"shows a similar decrease in the rate of HR [71, 80, 81], with complete allergen [83]. Thus, switching to a CM that lacks odds ratios for recurrent allergic-like HR of 0.7 (p = 0.041) this epitope or hinders its binding to the carrier could help after premedication and 0.2 (p < 0.001) after changing the prevent a recurrent HR. However, since the exact molecular",premedication
P2-NUM-102,P2,6,6816,0.2,,after; <,"odds ratios for recurrent allergic-like HR of 0.7 (p = 0.041) this epitope or hinders its binding to the carrier could help after premedication and 0.2 (p < 0.001) after changing the prevent a recurrent HR. However, since the exact molecular type of GBCA in a large retrospective study [80]. Switching region of CM capable of inducing an HR remains uni-",premedication
P2-NUM-103,P2,6,6816,0.001,,after; <,"odds ratios for recurrent allergic-like HR of 0.7 (p = 0.041) this epitope or hinders its binding to the carrier could help after premedication and 0.2 (p < 0.001) after changing the prevent a recurrent HR. However, since the exact molecular type of GBCA in a large retrospective study [80]. Switching region of CM capable of inducing an HR remains uni-",premedication
P2-NUM-104,P2,6,6816,0.30,,<,"CM appears to be particularly useful in moderate-to-severe dentiﬁed, a switch based on practical experience may not hypersensitivity reactions (OR, 0.30; 95% CI: 0.16–0.55; p < entirely prevent a new reaction, mainly due to the high and",hypersensitivity/management
P2-NUM-105,P2,6,6816,95,%,<,"CM appears to be particularly useful in moderate-to-severe dentiﬁed, a switch based on practical experience may not hypersensitivity reactions (OR, 0.30; 95% CI: 0.16–0.55; p < entirely prevent a new reaction, mainly due to the high and",hypersensitivity/management
P2-NUM-106,P2,6,6816,0.16-0.55,,<,"CM appears to be particularly useful in moderate-to-severe dentiﬁed, a switch based on practical experience may not hypersensitivity reactions (OR, 0.30; 95% CI: 0.16–0.55; p < entirely prevent a new reaction, mainly due to the high and",hypersensitivity/management
P2-NUM-107,P2,7,6817,1,,,Table 1 Suggestions regarding the selection of alternative contrast media based on practical experience,general
P2-NUM-108,P2,7,6817,82-84,,,Involved ICM Suggestion regarding the selection of alternative ICM based on clinical practice reports [82–84],general
P2-NUM-109,P2,8,6818,2,,,Table 2 CMSC recommendations for the prevention of recurrent hypersensitivity reactions in adults,hypersensitivity/management
P2-NUM-110,P2,8,6818,1-4,h,within; after; ≥,In vitro tests Measure serum tryptase within 1–4 h from the start of all moderate-to-severe immediate hypersensitivity reactions to contrast media. A second measurement after ≥ 24 h serves as a baseline for further allergologic examinations.,hypersensitivity/management; documentation
P2-NUM-111,P2,8,6818,24,h,within; after; ≥,Measure serum tryptase within 1–4 h from the start of all moderate-to-severe immediate hypersensitivity reactions to contrast media. A second measurement after ≥ 24 h serves as a baseline for further allergologic examinations.,hypersensitivity/management; documentation
P2-NUM-112,P2,8,6818,6,months,within; after,"During the allergy assessment, test for the suspected culprit contrast agent and several commonly used alternatives, ideally within 6 months after the hypersensitivity reaction.",hypersensitivity/management
P2-NUM-113,P2,8,6818,1,,,"Always specify the used contrast medium in the referral to the drug allergy specialist. A detailed documentation about the culprit contrast agent and the severity of the reaction, including a grading scheme, is mandatory (see Part 1).",documentation
P2-NUM-114,P2,8,6818,1,,,patient. Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available. See also Figs. 1 and 4,general
P2-NUM-115,P2,8,6818,4,,,patient. Never deny a patient a clinically well-indicated enhanced examination if alternative imaging strategies are not available. See also Figs. 1 and 4,general
P2-NUM-116,P2,8,6818,30,min,at least,"choose a different iodine-based contrast medium or gadolinium-based contrast agent if the culprit contrast agent is known* • When the contrast medium is administered, observe the patient for at least 30 min with the IV line in place • Be prepared and vigilant for a recurring immediate hypersensitivity reaction",hypersensitivity/management
P2-NUM-117,P2,8,6818,30,min,at least,"• Apply the advice of the drug allergy specialist for a safe iodine-based contrast medium or gadolinium-based contrast agent • When the contrast medium is administered, observe the patient for at least 30 min with the IV line in place",general
P2-NUM-118,P2,9,6819,30,min,at least,"• Choose a different iodine-based contrast medium or gadolinium-based contrast agent if the culprit contrast medium is known* • When the contrast medium is administered, observe the patient for at least 30 min with the IV line in place • Be prepared and vigilant for a recurring immediate hypersensitivity reaction",hypersensitivity/management
P2-NUM-119,P2,9,6819,30,min,at least,"• Apply the advice of the drug allergy specialist for a safe iodine-based contrast medium or gadolinium-based contrast agent • When the contrast medium is administered, observe the patient for at least 30 min with the IV line in place • Be prepared and vigilant for a recurring immediate hypersensitivity reaction",hypersensitivity/management
