atlas_id,source_id,physical_pdf_page,printed_page_numbers,exact_phrase,surrounding_context,section_topic
P2-REC-054,P2,11,6821,CMSC cannot make evidence-based recommendations on a robust scientiﬁc basis for change to an alternative contrast agent based on practical experience,CMSC cannot make evidence-based recommendations on a robust scientiﬁc basis for change to an alternative contrast agent based on practical experience.,general
P2-REC-055,P2,11,6821,"Imaging physicians should use their available choices of alternative contrast media, adhere to local or national guidelines, and ensure that patients get optimal surveillance by adequately trained staff, if needed, with rapid","Imaging physicians should use their available choices of alternative contrast media, adhere to local or national guidelines, and ensure that patients get optimal surveillance by adequately trained staff, if needed, with rapid response (or resuscitation) team support. CMSC Contrast Medium Safety Committee, SCAR severe cutane",general
P2-REC-056,P2,11,6821,crocyclic GBCA would be to between different non-ionic ICM seem insufﬁcient for recommend a linear GBCA," 97]. Consequently, a iodixanol [30, 31, 86]. The 2D chemical distinctions decision after HR to a macrocyclic GBCA would be to between different non-ionic ICM seem insufﬁcient for recommend a linear GBCA. However, this option has deducing their level of CR. In various classiﬁcations, one been complicat",general
P2-REC-057,P2,11,6821,"Most studies from a CM carrying this sidechain to one without reduced on CR do not allow the choice of the safest CM on a subsequent reactions, whereas a change to an agent with a robust scientiﬁc basis, with varying [31, 59, 77–79, 87, similar sidechain may be insufﬁcient [22, 77–","amoyl sidechain appears to be relevant, and a change remains inferior to allergological evaluation. Most studies from a CM carrying this sidechain to one without reduced on CR do not allow the choice of the safest CM on a subsequent reactions, whereas a change to an agent with a robust scientiﬁc basis, with varying [31, 59, 77–79, 87, similar sidechain may be insufﬁcient [22, 77–79, 92]. It 88, 92, 93, 98]. A new, non-validated classiﬁcation of ICM cannot be inferred from these",general
P2-REC-058,P2,11,6821,"95% CI, nitive evidence-based recommendations on how to 1","wever, the CMSC is currently unable to provide deﬁ- between ioxitalamate and amidotrizoate (OR 7.7; 95% CI, nitive evidence-based recommendations on how to 1.18–49.84) and after NIHR between amidotrizoate and change CM based solely on practical experience. ",general
P2-REC-059,P2,11,6821,71) of an IHR is important and physicians should use their [91],"thout allergic test support, early recognition trizoate and ioxitalamate (OR 21.4; 95% CI, 2.26–201.71) of an IHR is important and physicians should use their [91]. Of note, several studies reported greater tolerance for available choices of alternative CM, adher",general
P2-REC-060,P2,12,6822,y registraon in EHR drug allergy specialist Opmize allergy registraon in EHR Consider an alternave imaging modality Consider an alternave imaging modality,ug allergy specialist Oponal: refer the paeno a Opmize allergy registraon in EHR Opmize allergy registraon in EHR drug allergy specialist Opmize allergy registraon in EHR Consider an alternave imaging modality Consider an alternave imaging modality,general
P2-REC-061,P2,12,6822,Culprit CM Culprit CM DO NOT give the group of CM to which the severe skin known unknown reacon has occurred:,Culprit CM Culprit CM DO NOT give the group of CM to which the severe skin known unknown reacon has occurred: • Avoid all ICM aer a severe reacon to an ICM • Avoid all GBCA aer a severe reacon to a GBCA • ,general
P2-REC-062,P2,12,6822,Avoid all ICM aer a severe reacon to an ICM,lprit CM DO NOT give the group of CM to which the severe skin known unknown reacon has occurred: • Avoid all ICM aer a severe reacon to an ICM • Avoid all GBCA aer a severe reacon to a GBCA • Individualize the approach following muldiscipl,general
P2-REC-063,P2,12,6822,Avoid all GBCA aer a severe reacon to a GBCA,e severe skin known unknown reacon has occurred: • Avoid all ICM aer a severe reacon to an ICM • Avoid all GBCA aer a severe reacon to a GBCA • Individualize the approach following muldisciplinary Choose a consultaon aer a severe reacon ,general
P2-REC-064,P2,12,6822,"If NIHR recurs, referral to a drug allergy specialist is mandatory","If NIHR recurs, referral to a drug allergy specialist is mandatory",general
P2-REC-065,P2,12,6822,* Consider cross-reacvity of all CM and increased risk for NIHR by iso-osmolar ICM,* Consider cross-reacvity of all CM and increased risk for NIHR by iso-osmolar ICM,general
P2-REC-066,P2,12,6822,Severe: Hospital admission is required for treatment, Skin lesions resolve without treatment • Moderate: Skin lesions resolve with outpaent treatment • Severe: Hospital admission is required for treatment,general
P2-REC-067,P2,12,6822,"considered protective, and recent studies advocate using HOCM High-osmolar contrast medium/media HR Hypersensitivity reaction/reactions an alternative CM, selecting the safest CM by allergy ICM Iodine-based con","considered protective, and recent studies advocate using HOCM High-osmolar contrast medium/media HR Hypersensitivity reaction/reactions an alternative CM, selecting the safest CM by allergy ICM Iodine-based contrast medium/media assessment as the optimal approach. Timely referral to IDT Intradermal test/tests",hypersensitivity/management
P2-REC-068,P2,12,6822,"indication for CM PT Patch test/tests administration, and local preferences is recommended"," based NIHR Non-immediate hypersensitivity reaction OR Odds ratio on the patient’s characteristics, indication for CM PT Patch test/tests administration, and local preferences is recommended. SCAR Severe cutaneous adverse reaction/reactions Practical CMSC recommendations on the above topic",hypersensitivity/management; appendix/references
P2-REC-069,P2,12,6822,SCAR Severe cutaneous adverse reaction/reactions Practical CMSC recommendations on the above topics SPT Skin prick test/tests ST Skin test/tests have been summarized in Table 2 and Figs,"istics, indication for CM PT Patch test/tests administration, and local preferences is recommended. SCAR Severe cutaneous adverse reaction/reactions Practical CMSC recommendations on the above topics SPT Skin prick test/tests ST Skin test/tests have been summarized in Table 2 and Figs. 1 and 4, which can be adapted by national medical societies to the characteristics of their health",appendix/references
P2-REC-070,P2,13,6823,"rt MS, Cohan RH (2017) The evidence for and against corti- involved in the ﬁnal recommendations","3:675–682 Media Safety Committee and participate in all scientiﬁc discussions but are not 5. Davenport MS, Cohan RH (2017) The evidence for and against corti- involved in the ﬁnal recommendations. costeroid prophylaxis in at-risk patients. Radiol Clin North Am 55:413–421 Statistics and biometry",general
